blue_champion,red_champion,role,games,blue_winrate
Volibear,Jayce,JUNGLE,1,0.0
Volibear,K'Sante,TOP,1,1.0
Volibear,Pantheon,JUNGLE,1,1.0
Volibear,Renekton,TOP,5,0.8
Volibear,Sion,TOP,1,0.0
Volibear,Vi,JUNGLE,2,0.5
Volibear,Viego,JUNGLE,1,0.0
Volibear,Wukong,JUNGLE,3,0.0
Volibear,Xin Zhao,JUNGLE,2,1.0
Volibear,Zaahen,TOP,1,0.0
Warwick,K'Sante,TOP,2,0.5
Wukong,Aatrox,JUNGLE,15,0.4666666666666667
Wukong,Ambessa,JUNGLE,11,0.5454545454545454
Wukong,Bel'Veth,JUNGLE,1,1.0
Wukong,Brand,JUNGLE,1,1.0
Wukong,Cho'Gath,JUNGLE,1,1.0
Wukong,Darius,JUNGLE,1,1.0
Wukong,Diana,JUNGLE,1,0.0
Wukong,Dr. Mundo,JUNGLE,19,0.631578947368421
Wukong,Gnar,TOP,1,1.0
Wukong,Ivern,JUNGLE,2,0.5
Wukong,Jarvan IV,JUNGLE,87,0.4482758620689655
Wukong,Jax,JUNGLE,1,1.0
Wukong,Jax,TOP,1,0.0
Wukong,Jayce,JUNGLE,7,0.2857142857142857
Wukong,Kha'Zix,JUNGLE,1,1.0
Wukong,Kindred,JUNGLE,1,0.0
Wukong,Lee Sin,JUNGLE,32,0.125
Wukong,Malphite,JUNGLE,8,0.375
Wukong,Maokai,JUNGLE,6,0.5
Wukong,Morgana,JUNGLE,2,0.5
Wukong,Naafiri,JUNGLE,19,0.5789473684210527
Wukong,Nasus,JUNGLE,3,0.3333333333333333
Wukong,Nidalee,JUNGLE,2,1.0
Wukong,Nocturne,JUNGLE,44,0.45454545454545453
Wukong,Nunu & Willump,JUNGLE,1,1.0
Wukong,Olaf,JUNGLE,1,0.0
Wukong,Pantheon,JUNGLE,46,0.5
Wukong,Poppy,JUNGLE,1,1.0
Wukong,Qiyana,JUNGLE,11,0.6363636363636364
Wukong,Rek'Sai,JUNGLE,1,0.0
Wukong,Sejuani,JUNGLE,2,0.5
Wukong,Shyvana,JUNGLE,1,1.0
Wukong,Sion,JUNGLE,1,0.0
Wukong,Skarner,JUNGLE,15,0.3333333333333333
Wukong,Sylas,JUNGLE,1,1.0
Wukong,Trundle,JUNGLE,9,0.5555555555555556
Wukong,Udyr,JUNGLE,1,1.0
Wukong,Vi,JUNGLE,61,0.4426229508196721
Wukong,Viego,JUNGLE,6,0.6666666666666666
Wukong,Volibear,JUNGLE,1,0.0
Wukong,Xin Zhao,JUNGLE,97,0.41237113402061853
Wukong,Zaahen,JUNGLE,14,0.5
Wukong,Zyra,JUNGLE,3,0.3333333333333333
Xerath,Ahri,MIDDLE,1,1.0
Xerath,Anivia,MIDDLE,2,1.0
Xerath,Azir,MIDDLE,2,0.5
Xerath,Cassiopeia,MIDDLE,2,0.5
Xerath,Hwei,MIDDLE,2,0.0
Xerath,Mel,MIDDLE,3,0.3333333333333333
Xerath,Ryze,MIDDLE,1,0.0
Xerath,Syndra,MIDDLE,1,1.0
Xerath,Viktor,MIDDLE,1,0.0
Xin Zhao,Aatrox,JUNGLE,25,0.6
Xin Zhao,Ambessa,JUNGLE,10,0.3
Xin Zhao,Aurora,MIDDLE,1,1.0
Xin Zhao,Camille,JUNGLE,1,0.0
Xin Zhao,Darius,JUNGLE,1,1.0
Xin Zhao,Diana,JUNGLE,1,0.0
Xin Zhao,Dr. Mundo,JUNGLE,32,0.5625
Xin Zhao,Fiora,TOP,1,1.0
Xin Zhao,Graves,JUNGLE,1,0.0
Xin Zhao,Gwen,JUNGLE,2,1.0
Xin Zhao,Hecarim,JUNGLE,2,0.5
Xin Zhao,Ivern,JUNGLE,3,1.0
Xin Zhao,Jarvan IV,JUNGLE,154,0.5454545454545454
Xin Zhao,Jax,JUNGLE,12,0.4166666666666667
Xin Zhao,Jayce,JUNGLE,11,0.6363636363636364
Xin Zhao,Kayn,JUNGLE,1,1.0
Xin Zhao,Kha'Zix,JUNGLE,5,0.2
Xin Zhao,Kindred,JUNGLE,1,0.0
Xin Zhao,Lee Sin,JUNGLE,33,0.45454545454545453
Xin Zhao,Malphite,JUNGLE,3,0.0
Xin Zhao,Maokai,JUNGLE,6,0.6666666666666666
Xin Zhao,Naafiri,JUNGLE,16,0.3125
Xin Zhao,Nasus,JUNGLE,2,0.0
Xin Zhao,Nidalee,JUNGLE,3,0.3333333333333333
Xin Zhao,Nocturne,JUNGLE,54,0.46296296296296297
Xin Zhao,Nunu & Willump,JUNGLE,1,0.0
Xin Zhao,Olaf,JUNGLE,8,0.625
Xin Zhao,Olaf,TOP,1,0.0
Xin Zhao,Orianna,MIDDLE,2,0.5
Xin Zhao,Pantheon,JUNGLE,91,0.4175824175824176
Xin Zhao,Poppy,JUNGLE,2,0.5
Xin Zhao,Qiyana,JUNGLE,11,0.2727272727272727
Xin Zhao,Rek'Sai,JUNGLE,4,0.25
Xin Zhao,Sejuani,JUNGLE,9,0.7777777777777778
Xin Zhao,Sett,JUNGLE,1,1.0
Xin Zhao,Shen,JUNGLE,2,0.5
Xin Zhao,Shyvana,JUNGLE,1,1.0
Xin Zhao,Skarner,JUNGLE,15,0.4
Xin Zhao,Sylas,JUNGLE,2,0.0
Xin Zhao,Taliyah,JUNGLE,2,0.5
Xin Zhao,Trundle,JUNGLE,46,0.5869565217391305
Xin Zhao,Tryndamere,JUNGLE,1,1.0
Xin Zhao,Vi,JUNGLE,94,0.5319148936170213
Xin Zhao,Viego,JUNGLE,2,0.5
Xin Zhao,Volibear,JUNGLE,2,0.5
Xin Zhao,Wukong,JUNGLE,97,0.5463917525773195
Xin Zhao,Zaahen,JUNGLE,15,0.8
Xin Zhao,Zed,JUNGLE,1,0.0
Xin Zhao,Zyra,JUNGLE,2,1.0
Yasuo,Ahri,MIDDLE,3,1.0
Yasuo,Akali,MIDDLE,1,1.0
Yasuo,Anivia,MIDDLE,1,1.0
Yasuo,Aurora,MIDDLE,3,0.0
Yasuo,Aurora,TOP,1,0.0
Yasuo,Gangplank,TOP,1,1.0
Yasuo,Gnar,TOP,6,0.3333333333333333
Yasuo,Gwen,TOP,1,1.0
Yasuo,Hwei,MIDDLE,1,1.0
Yasuo,K'Sante,TOP,1,1.0
Yasuo,LeBlanc,MIDDLE,1,1.0
Yasuo,Malphite,TOP,1,0.0
Yasuo,Orianna,MIDDLE,2,1.0
Yasuo,Ryze,MIDDLE,2,0.5
Yasuo,Syndra,MIDDLE,1,1.0
Yasuo,Twisted Fate,MIDDLE,1,0.0
Yasuo,Vex,MIDDLE,1,0.0
Yone,Ahri,MIDDLE,10,0.3
Yone,Akali,MIDDLE,7,0.5714285714285714
Yone,Ambessa,TOP,1,0.0
Yone,Anivia,MIDDLE,1,1.0
Yone,Anivia,TOP,2,1.0
Yone,Annie,MIDDLE,2,0.0
Yone,Aurora,MIDDLE,2,0.0
Yone,Azir,MIDDLE,30,0.6333333333333333
Yone,Cassiopeia,MIDDLE,4,0.25
Yone,Diana,MIDDLE,1,1.0
Yone,Galio,MIDDLE,3,0.6666666666666666
Yone,Hwei,MIDDLE,3,0.6666666666666666
Yone,Jayce,MIDDLE,1,0.0
Yone,Jayce,TOP,1,0.0
Yone,K'Sante,TOP,1,0.0
Yone,LeBlanc,MIDDLE,1,1.0
Yone,Lissandra,MIDDLE,1,0.0
Yone,Mel,MIDDLE,1,0.0
Yone,Orianna,MIDDLE,1,1.0
Yone,Ornn,TOP,1,0.0
Yone,Ryze,MIDDLE,13,0.6923076923076923
Yone,Sion,MIDDLE,1,0.0
Yone,Sion,TOP,5,0.4
Yone,Smolder,MIDDLE,1,1.0
Yone,Swain,MIDDLE,1,0.0
Yone,Sylas,MIDDLE,2,1.0
Yone,Syndra,MIDDLE,10,0.7
Yone,Taliyah,MIDDLE,4,0.75
Yone,Twisted Fate,MIDDLE,4,0.25
Yone,Viktor,MIDDLE,8,0.625
Yone,Vladimir,MIDDLE,1,1.0
Yone,Yasuo,MIDDLE,2,0.5
Yone,Ziggs,MIDDLE,1,1.0
Yone,Zoe,MIDDLE,3,0.6666666666666666
Yorick,Aatrox,TOP,1,1.0
Yorick,Ambessa,TOP,11,0.45454545454545453
Yorick,Anivia,TOP,1,0.0
Yorick,Cho'Gath,TOP,1,1.0
Yorick,Fiora,TOP,1,1.0
Yorick,Gnar,TOP,22,0.5454545454545454
Yorick,Gragas,TOP,1,0.0
Yorick,Gwen,TOP,3,0.6666666666666666
Yorick,Irelia,TOP,2,1.0
Yorick,Jax,TOP,3,0.0
Yorick,Jayce,TOP,37,0.6486486486486487
Yorick,K'Sante,TOP,2,0.0
Yorick,Kennen,TOP,2,0.5
Yorick,Mordekaiser,TOP,1,1.0
Yorick,Ornn,TOP,1,0.0
Yorick,Renekton,TOP,6,0.16666666666666666
Yorick,Rumble,TOP,13,0.5384615384615384
Yorick,Shen,TOP,1,0.0
Yorick,Shyvana,TOP,1,0.0
Yorick,Sion,TOP,1,0.0
Yorick,Smolder,TOP,1,0.0
Yorick,Tryndamere,TOP,1,1.0
Yorick,Urgot,TOP,1,1.0
Yorick,Varus,TOP,6,0.3333333333333333
Yorick,Volibear,TOP,2,0.0
Yorick,Yone,TOP,2,0.0
Yorick,Zaahen,TOP,2,0.5
Zaahen,Aatrox,JUNGLE,4,0.25
Zaahen,Aatrox,TOP,4,0.5
Zaahen,Akali,TOP,2,0.5
Zaahen,Ambessa,JUNGLE,3,0.3333333333333333
Zaahen,Ambessa,TOP,28,0.6071428571428571
Zaahen,Aurora,TOP,1,1.0
Zaahen,Briar,JUNGLE,1,1.0
Zaahen,Camille,TOP,2,1.0
Zaahen,Dr. Mundo,JUNGLE,6,0.16666666666666666
Zaahen,Dr. Mundo,TOP,1,1.0
Zaahen,Fiora,TOP,1,0.0
Zaahen,Gangplank,TOP,1,0.0
Zaahen,Gnar,TOP,10,0.4
Zaahen,Graves,JUNGLE,1,0.0
Zaahen,Gwen,JUNGLE,2,0.5
Zaahen,Gwen,TOP,6,0.6666666666666666
Zaahen,Jarvan IV,JUNGLE,5,0.8
Zaahen,Jax,TOP,18,0.4444444444444444
Zaahen,Jayce,JUNGLE,3,0.3333333333333333
Zaahen,Jayce,TOP,3,0.6666666666666666
Zaahen,K'Sante,TOP,18,0.4444444444444444
Zaahen,Kennen,TOP,1,1.0
Zaahen,Kha'Zix,JUNGLE,3,0.6666666666666666
Zaahen,Lee Sin,JUNGLE,2,1.0
Zaahen,Malphite,TOP,3,0.3333333333333333
Zaahen,Mordekaiser,TOP,2,1.0
Zaahen,Naafiri,JUNGLE,2,0.0
Zaahen,Nocturne,JUNGLE,5,0.6
Zaahen,Olaf,TOP,4,0.25
Zaahen,Ornn,TOP,3,0.3333333333333333
Zaahen,Pantheon,JUNGLE,12,0.6666666666666666
Zaahen,Qiyana,JUNGLE,1,1.0
Zaahen,Rek'Sai,JUNGLE,1,0.0
Zaahen,Rek'Sai,TOP,1,1.0
Zaahen,Renekton,TOP,28,0.5357142857142857
Zaahen,Rumble,TOP,1,1.0
Zaahen,Sejuani,JUNGLE,1,1.0
Zaahen,Shen,TOP,1,1.0
Zaahen,Singed,TOP,2,0.5
Zaahen,Sion,TOP,34,0.6176470588235294
Zaahen,Skarner,JUNGLE,2,0.5
Zaahen,Sylas,JUNGLE,1,0.0
Zaahen,Trundle,JUNGLE,1,1.0
Zaahen,Udyr,TOP,1,1.0
Zaahen,Vayne,TOP,4,0.25
Zaahen,Vi,JUNGLE,22,0.7272727272727273
Zaahen,Viego,JUNGLE,3,1.0
Zaahen,Volibear,JUNGLE,1,1.0
Zaahen,Volibear,TOP,1,1.0
Zaahen,Wukong,JUNGLE,17,0.7647058823529411
Zaahen,Xin Zhao,JUNGLE,26,0.6538461538461539
Zaahen,Yasuo,TOP,1,1.0
Zaahen,Yorick,TOP,1,1.0
Zaahen,Zac,JUNGLE,1,0.0
Zaahen,Zed,JUNGLE,1,1.0
Zaahen,Zyra,JUNGLE,1,0.0
Zac,Garen,TOP,1,0.0
Zac,Qiyana,JUNGLE,1,0.0
Zac,Wukong,JUNGLE,2,0.0
Zac,Yone,TOP,1,1.0
Zac,Zaahen,JUNGLE,1,0.0
Zed,Ahri,MIDDLE,1,1.0
Zed,Annie,MIDDLE,1,1.0
Zed,Aurora,MIDDLE,2,1.0
Zed,Azir,MIDDLE,1,0.0
Zed,Diana,MIDDLE,1,1.0
Zed,Malphite,MIDDLE,1,1.0
Zed,Mel,MIDDLE,1,0.0
Zed,Rengar,JUNGLE,1,0.0
Zed,Taliyah,MIDDLE,1,0.0
Zed,Viktor,MIDDLE,1,0.0
Zeri,Aurora,MIDDLE,1,0.0
Zeri,Gnar,TOP,1,0.0
Zeri,Hwei,MIDDLE,1,1.0
Ziggs,Azir,MIDDLE,9,0.3333333333333333
Ziggs,Hwei,MIDDLE,1,0.0
Ziggs,Kog'Maw,MIDDLE,1,1.0
Ziggs,LeBlanc,MIDDLE,1,1.0
Ziggs,Orianna,MIDDLE,3,0.6666666666666666
Ziggs,Ryze,MIDDLE,1,1.0
Ziggs,Sylas,MIDDLE,2,1.0
Ziggs,Twisted Fate,MIDDLE,1,1.0
Ziggs,Viktor,MIDDLE,1,0.0
Zilean,Ryze,MIDDLE,1,0.0
Zoe,Ahri,MIDDLE,2,0.5
Zoe,Akali,MIDDLE,2,0.5
Zoe,Anivia,MIDDLE,1,0.0
Zoe,Annie,MIDDLE,3,0.6666666666666666
Zoe,Aurora,MIDDLE,8,0.375
Zoe,Azir,MIDDLE,4,1.0
Zoe,Galio,MIDDLE,1,1.0
Zoe,Irelia,MIDDLE,1,1.0
Zoe,Jayce,MIDDLE,1,1.0
Zoe,Mel,MIDDLE,1,0.0
Zoe,Ryze,MIDDLE,5,0.6
Zoe,Swain,MIDDLE,1,1.0
Zoe,Sylas,MIDDLE,3,0.6666666666666666
Zoe,Syndra,MIDDLE,5,0.6
Zoe,Taliyah,MIDDLE,2,0.5
Zoe,Twisted Fate,MIDDLE,1,1.0
Zoe,Viktor,MIDDLE,5,0.4
Zoe,Ziggs,MIDDLE,1,1.0
Zyra,Ambessa,JUNGLE,1,1.0
Zyra,Darius,JUNGLE,1,1.0
Zyra,Dr. Mundo,JUNGLE,1,1.0
Zyra,Lillia,JUNGLE,1,0.0
Zyra,Naafiri,JUNGLE,1,1.0
Zyra,Nidalee,JUNGLE,1,0.0
Zyra,Nocturne,JUNGLE,2,0.5
Zyra,Pantheon,JUNGLE,1,1.0
Zyra,Qiyana,JUNGLE,1,0.0
Zyra,Taliyah,JUNGLE,1,0.0
Zyra,Talon,JUNGLE,1,1.0
Zyra,Vi,JUNGLE,3,0.6666666666666666
Zyra,Wukong,JUNGLE,8,0.375
